Bandit,Reward,Algorithm
2,2.2889421940098664,EpsilonGreedyBandit
0,0.21370517002352907,EpsilonGreedyBandit
2,2.0922438208124285,EpsilonGreedyBandit
0,-0.3342936861830945,EpsilonGreedyBandit
0,1.3205171995710145,EpsilonGreedyBandit
1,2.06130786232486,EpsilonGreedyBandit
1,2.7128177844764103,EpsilonGreedyBandit
0,0.18407059055006836,EpsilonGreedyBandit
0,0.592853794326005,EpsilonGreedyBandit
3,4.5986346877195805,EpsilonGreedyBandit
0,0.5504292231395018,EpsilonGreedyBandit
3,3.7333542418181778,EpsilonGreedyBandit
2,2.73803967192356,EpsilonGreedyBandit
2,2.055241712034067,EpsilonGreedyBandit
2,2.462314566216254,EpsilonGreedyBandit
2,3.365845693074617,EpsilonGreedyBandit
2,1.929144777619654,EpsilonGreedyBandit
0,1.9483458678467305,EpsilonGreedyBandit
2,5.975453769357095,EpsilonGreedyBandit
0,1.6201476950685663,EpsilonGreedyBandit
2,3.1086844400707063,EpsilonGreedyBandit
3,1.546830435164345,EpsilonGreedyBandit
3,3.6807840020114515,EpsilonGreedyBandit
0,2.669029180256083,EpsilonGreedyBandit
0,0.3874529541616697,EpsilonGreedyBandit
2,2.6954069144192623,EpsilonGreedyBandit
3,3.5177647455264442,EpsilonGreedyBandit
0,1.0895539926279953,EpsilonGreedyBandit
1,-0.41663145484474295,EpsilonGreedyBandit
3,5.000099536267735,EpsilonGreedyBandit
1,1.9695641545132603,EpsilonGreedyBandit
1,0.8442070316396806,EpsilonGreedyBandit
1,3.1492809435386047,EpsilonGreedyBandit
1,1.6465752848405366,EpsilonGreedyBandit
2,3.1175831139942503,EpsilonGreedyBandit
1,0.28324519111312774,EpsilonGreedyBandit
2,1.6300879888668607,EpsilonGreedyBandit
1,1.4836542583362369,EpsilonGreedyBandit
1,1.0069396119280587,EpsilonGreedyBandit
1,1.4154775343501358,EpsilonGreedyBandit
2,2.512651925789487,EpsilonGreedyBandit
0,0.2606739350622558,EpsilonGreedyBandit
0,-0.33210823713968907,EpsilonGreedyBandit
